ICODE,INAME,INAME1,OICODE,FICODE,QTY,RATE,SRATE,IVAL,IAMT,INVNO,PCODE,ODATE,DBC
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0006,H0036,01-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0007,S0045,02-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0011,K0014,02-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0015,R0019,03-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,8,113.8,,910.4,910.4,TIC/0016,D0017,03-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0042,D0022,06-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0047,K0012,06-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0049,J0014,06-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0057,P0009,07-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0059,S0044,07-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0064,H0034,07-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,8,113.8,,910.4,910.4,TIC/0066,N0007,08-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0079,S0064,08-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0080,R0019,08-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0091,K0013,11-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,6,113.8,,682.8,682.8,TIC/0094,N0007,11-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0095,K0012,11-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0096,D0017,11-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0103,H0035,12-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0110,J0010,12-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0112,S0064,12-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0116,M0022,13-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0117,K0012,13-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0120,B0018,13-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0123,L0004,13-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0127,V0012,13-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0128,S0045,13-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0137,J0014,16-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0138,K0013,16-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0141,S0057,16-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0144,K0012,16-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0147,V0012,17-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0148,B0018,17-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0160,D0022,17-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0161,H0034,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,6,113.8,,682.8,682.8,TIC/0164,N0007,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0167,M0030,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0168,G0010,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0169,S0053,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0170,R0019,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0177,F0009,18-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0187,R0019,19-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0188,D0022,19-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,8,113.8,,910.4,910.4,TIC/0195,N0007,19-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,12,113.8,,1365.6,1365.6,TIC/0198,D0017,20-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0203,H0035,21-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0207,K0006,21-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0210,H0028,21-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0211,R0014,21-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0212,F0009,21-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0215,K0012,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0216,P0009,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0218,J0010,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0220,J0015,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0222,S0043,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0225,R0019,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0226,P0015,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0233,S0058,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0235,B0018,22-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0236,K0013,23-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0238,A0021,23-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0241,K0013,24-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0243,H0035,24-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0244,P0009,24-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0247,S0058,24-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0249,M0030,25-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0251,V0012,25-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0256,J0014,25-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0257,K0012,25-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0258,S0064,26-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0260,D0022,26-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0264,B0018,26-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0267,R0019,26-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0268,S0045,26-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0269,P0015,26-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0281,H0041,27-04-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,7,113.8,,796.6,796.6,TIC/0302,N0007,01-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,10,113.8,,1138,1138,TIC/0303,D0017,01-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0305,K0013,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0308,H0034,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0311,S0056,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0312,R0019,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0315,M0021,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0316,H0057,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0318,P0009,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0319,P0011,02-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0323,K0012,03-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0325,D0022,03-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0332,F0009,04-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0337,S0062,04-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0338,M0022,04-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0339,H0047,04-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0346,R0019,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,8,113.8,,910.4,910.4,TIC/0347,D0017,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0349,B0004,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0353,P0009,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0356,H0035,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0357,J0010,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0358,B0018,05-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0362,J0014,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,10,113.8,,1138,1138,TIC/0364,S0051,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0365,R0019,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0368,K0012,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0369,T0006,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0372,D0022,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0376,H0041,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0379,B0018,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0380,P0015,06-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0381,K0012,07-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0389,R0019,07-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0397,K0013,08-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0445,D0022,12-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,7,113.8,,796.6,796.6,TIC/0448,N0007,12-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0457,R0019,13-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0464,K0012,13-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0468,S0064,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0470,H0035,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0471,M0022,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0474,P0015,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0475,S0053,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0479,G0010,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0482,J0014,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0483,K0014,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0486,S0056,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0487,F0009,14-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0488,K0013,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0489,M0020,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0490,B0004,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0492,B0018,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0493,H0041,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0494,S0045,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,6,113.8,,682.8,682.8,TIC/0496,N0007,15-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0500,K0012,16-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0502,D0022,16-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0511,O0005,17-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0512,H0034,17-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0515,P0016,17-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0517,S0058,17-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0521,S0062,17-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0526,R0019,18-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0527,K0013,18-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0531,P0015,18-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,15,113.8,,1707,1707,TIC/0533,S0051,19-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,8,113.8,,910.4,910.4,TIC/0535,N0007,19-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0539,K0012,19-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0540,S0057,19-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0546,M0022,20-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,12,113.8,,1365.6,1365.6,TIC/0556,N0007,21-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0557,D0022,21-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,10,113.8,,1138,1138,TIC/0560,S0051,22-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0562,K0012,22-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0563,B0004,22-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0564,K0013,22-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0566,N0009,22-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0569,S0064,24-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0570,F0009,24-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0572,H0035,24-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0577,B0018,25-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,10,113.8,,1138,1138,TIC/0578,R0019,25-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0580,D0022,25-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0582,K0013,25-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0584,T0006,25-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0590,H0041,25-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0592,P0015,26-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0593,K0014,26-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0599,V0012,26-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0601,K0012,26-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0605,J0014,26-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0610,J0009,26-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0614,H0062,27-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0616,M0022,27-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0620,J0015,27-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0620,J0015,27-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0622,H0035,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0623,P0009,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0624,H0034,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0626,M0025,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0627,H0047,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0629,H0041,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0630,R0019,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0631,K0013,29-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0642,J0013,30-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0643,P0011,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0644,H0041,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0645,D0022,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,7,113.8,,796.6,796.6,TIC/0648,N0007,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0651,J0014,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0654,K0013,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0663,F0009,31-05-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0656,K0012,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0657,M0021,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0658,S0045,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0662,M0020,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0666,K0014,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0667,K0012,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0673,A0021,01-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0676,N0007,02-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0679,J0013,02-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0684,K0012,02-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0701,R0019,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0702,P0009,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0703,H0034,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0704,H0041,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0709,D0022,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,10,113.8,,1138,1138,TIC/0712,N0007,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,5,113.8,,569,569,TIC/0713,K0012,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0718,D0017,06-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0750,R0019,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,10,113.8,,1138,1138,TIC/0751,N0007,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0754,M0020,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0755,K0009,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0757,P0015,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0758,H0035,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0759,B0004,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0760,M0022,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0764,J0014,11-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0766,K0013,12-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0776,B0018,13-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0788,K0012,16-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,15,113.8,,1707,1707,TIC/0791,D0017,16-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0792,S0064,17-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0795,J0014,17-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0796,H0042,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0798,N0007,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0799,N0009,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0800,A0021,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0803,J0015,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0804,B0018,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0805,J0010,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0806,G0010,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0810,S0045,18-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0852,R0019,28-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0856,K0013,28-06-13,SALE
