ICODE,INAME,INAME1,OICODE,FICODE,IGCODE,UNIT,AQTY,QTY,FQTY,FAMT,SCHNO,SCHTYPE,RATE,SRATE,IVAL,IAMT,INVNO,DINVNO,PCODE,NAME,PCODEC,ARCODE,CATCD,DATE,IO,DESC,DBC,NT,TYCODE,DUM_INVNO,USER,CDATE,TIME,VAT,AVAT,PRODID,VATAMT,AVATAMT,DPCODE,PRINTED
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0357,,J0010,,ISLTX,N01,ST,05-05-13,O,,SALE,,VATIC,,TEM,05-05-13,19:00:56,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0358,,B0018,,ISLTX,N01,PR,05-05-13,O,,SALE,,VATIC,,TEM,05-05-13,10:32:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0362,,J0014,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,09:41:52,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/0364,,S0051,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,09:41:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0365,,R0019,,ISLTX,N01,,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,19:31:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0368,,K0012,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,09:40:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0369,,T0006,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,09:40:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0372,,D0022,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,09:41:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0376,,H0041,,ISLTX,D02,BR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,10:18:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0379,,B0018,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,10:20:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0380,,P0015,,ISLTX,N01,PR,06-05-13,O,,SALE,,VATIC,,TEM,06-05-13,10:20:37,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0381,,K0012,,ISLTX,N01,PR,07-05-13,O,,SALE,,VATIC,,TEM,06-05-13,20:23:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0389,,R0019,,ISLTX,N01,,07-05-13,O,,SALE,,VATIC,,TEM,07-05-13,09:37:52,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0397,,K0013,,ISLTX,P01,,08-05-13,O,,SALE,,VATIC,,TEM,07-05-13,21:10:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0445,,D0022,,ISLTX,N01,PR,12-05-13,O,,SALE,,VATIC,,TEM,12-05-13,17:58:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,7.000,0.000,0.00,,,113.80,,796.60,796.60,TIC/0448,,N0007,,ISLTX,N01,CT,12-05-13,O,,SALE,,VATIC,,TEM,12-05-13,19:14:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0457,,R0019,,ISLTX,N01,,13-05-13,O,,SALE,,VATIC,,TEM,13-05-13,10:03:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0464,,K0012,,ISLTX,N01,PR,13-05-13,O,,SALE,,VATIC,,TEM,13-05-13,12:31:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0468,,S0064,,ISLTX,N01,,14-05-13,O,,SALE,,VATIC,,TEM,13-05-13,20:27:14,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0470,,H0035,,ISLTX,M01,H1,14-05-13,O,,SALE,,VATIC,,TEM,13-05-13,20:27:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0471,,M0022,,ISLTX,N01,ST,14-05-13,O,,SALE,,VATIC,,TEM,13-05-13,20:27:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0474,,P0015,,ISLTX,N01,PR,14-05-13,O,,SALE,,VATIC,,TEM,13-05-13,20:26:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0475,,S0053,,ISLTX,N01,PR,14-05-13,O,,SALE,,VATIC,,TEM,13-05-13,20:26:52,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0479,,G0010,,ISLTX,V01,ST,14-05-13,O,,SALE,,VATIC,,TEM,14-05-13,17:24:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0482,,J0014,,ISLTX,N01,PR,14-05-13,O,,SALE,,VATIC,,TEM,14-05-13,18:03:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0483,,K0014,,ISLTX,N01,KI,14-05-13,O,,SALE,,VATIC,,TEM,14-05-13,18:04:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0486,,S0056,,ISLTX,,,14-05-13,O,,SALE,,VATIC,,TEM,14-05-13,18:05:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0487,,F0009,,ISLTX,M01,PR,14-05-13,O,,SALE,,VATIC,,TEM,14-05-13,18:08:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0488,,K0013,,ISLTX,P01,,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,09:46:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0489,,M0020,,ISLTX,M01,SS,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,09:46:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0490,,B0004,,ISLTX,N01,PR,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,09:47:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0492,,B0018,,ISLTX,N01,PR,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,10:08:13,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0493,,H0041,,ISLTX,D02,BR,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,10:08:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0494,,S0045,,ISLTX,N01,SS,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,10:09:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/0496,,N0007,,ISLTX,N01,CT,15-05-13,O,,SALE,,VATIC,,TEM,15-05-13,14:29:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0500,,K0012,,ISLTX,N01,PR,16-05-13,O,,SALE,,VATIC,,TEM,16-05-13,12:49:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0502,,D0022,,ISLTX,N01,PR,16-05-13,O,,SALE,,VATIC,,TEM,16-05-13,16:35:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0511,,O0005,,ISLTX,N01,ST,17-05-13,O,,SALE,,VATIC,,TEM,18-05-13,18:41:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0512,,H0034,,ISLTX,D02,PR,17-05-13,O,,SALE,,VATIC,,TEM,17-05-13,10:38:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0515,,P0016,,ISLTX,N01,,17-05-13,O,,SALE,,VATIC,,TEM,17-05-13,10:40:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0517,,S0058,,ISLTX,N01,,17-05-13,O,,SALE,,VATIC,,TEM,17-05-13,10:42:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0521,,S0062,,ISLTX,M01,KI,17-05-13,O,,SALE,,VATIC,,TEM,17-05-13,10:49:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0526,,R0019,,ISLTX,N01,,18-05-13,O,,SALE,,VATIC,,TEM,18-05-13,11:38:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0527,,K0013,,ISLTX,P01,,18-05-13,O,,SALE,,VATIC,,TEM,18-05-13,11:41:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0531,,P0015,,ISLTX,N01,PR,18-05-13,O,,SALE,,VATIC,,TEM,18-05-13,19:22:45,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,15.000,0.000,0.00,,,113.80,,1707.00,1707.00,TIC/0533,,S0051,,ISLTX,N01,PR,19-05-13,O,,SALE,,VATIC,,TEM,18-05-13,21:42:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,8.000,0.000,0.00,,,113.80,,910.40,910.40,TIC/0535,,N0007,,ISLTX,N01,CT,19-05-13,O,,SALE,,VATIC,,TEM,19-05-13,11:10:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0539,,K0012,,ISLTX,N01,PR,19-05-13,O,,SALE,,VATIC,,TEM,19-05-13,11:12:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0540,,S0057,,ISLTX,D02,JC,19-05-13,O,,SALE,,VATIC,,TEM,19-05-13,11:32:13,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0546,,M0022,,ISLTX,N01,ST,20-05-13,O,,SALE,,VATIC,,TEM,19-05-13,20:19:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,12.000,0.000,0.00,,,113.80,,1365.60,1365.60,TIC/0556,,N0007,,ISLTX,N01,CT,21-05-13,O,,SALE,,VATIC,,TEM,22-05-13,10:05:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0557,,D0022,,ISLTX,N01,PR,21-05-13,O,,SALE,,VATIC,,TEM,21-05-13,18:09:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/0560,,S0051,,ISLTX,N01,PR,22-05-13,O,,SALE,,VATIC,,TEM,22-05-13,11:39:02,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0562,,K0012,,ISLTX,N01,PR,22-05-13,O,,SALE,,VATIC,,TEM,22-05-13,18:48:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0563,,B0004,,ISLTX,N01,PR,22-05-13,O,,SALE,,VATIC,,TEM,22-05-13,18:49:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0564,,K0013,,ISLTX,P01,,22-05-13,O,,SALE,,VATIC,,TEM,22-05-13,18:49:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0566,,N0009,,ISLTX,D02,PR,22-05-13,O,,SALE,,VATIC,,TEM,22-05-13,18:50:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0569,,S0064,,ISLTX,N01,,24-05-13,O,,SALE,,VATIC,,TEM,24-05-13,11:04:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0570,,F0009,,ISLTX,M01,PR,24-05-13,O,,SALE,,VATIC,,TEM,24-05-13,11:09:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0572,,H0035,,ISLTX,M01,H1,24-05-13,O,,SALE,,VATIC,,TEM,24-05-13,11:14:57,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0577,,B0018,,ISLTX,N01,PR,25-05-13,O,,SALE,,VATIC,,TEM,24-05-13,20:29:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/0578,,R0019,,ISLTX,N01,,25-05-13,O,,SALE,,VATIC,,TEM,24-05-13,20:29:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0580,,D0022,,ISLTX,N01,PR,25-05-13,O,,SALE,,VATIC,,TEM,24-05-13,20:28:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0582,,K0013,,ISLTX,P01,,25-05-13,O,,SALE,,VATIC,,TEM,24-05-13,20:27:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0584,,T0006,,ISLTX,N01,PR,25-05-13,O,,SALE,,VATIC,,TEM,24-05-13,20:27:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0590,,H0041,,ISLTX,D02,BR,25-05-13,O,,SALE,,VATIC,,TEM,25-05-13,10:50:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0592,,P0015,,ISLTX,N01,PR,26-05-13,O,,SALE,,VATIC,,TEM,25-05-13,19:13:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0593,,K0014,,ISLTX,N01,KI,26-05-13,O,,SALE,,VATIC,,TEM,25-05-13,19:13:45,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0599,,V0012,,ISLTX,N01,PR,26-05-13,O,,SALE,,VATIC,,TEM,25-05-13,19:13:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0601,,K0012,,ISLTX,N01,PR,26-05-13,O,,SALE,,VATIC,,TEM,25-05-13,19:13:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0605,,J0014,,ISLTX,N01,PR,26-05-13,O,,SALE,,VATIC,,TEM,26-05-13,17:07:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0610,,J0009,,ISLTX,,,26-05-13,O,,SALE,,VATIC,,TEM,26-05-13,17:10:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0614,,H0062,,ISLTX,N01,,27-05-13,O,,SALE,,VATIC,,TEM,27-05-13,09:41:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0616,,M0022,,ISLTX,N01,ST,27-05-13,O,,SALE,,VATIC,,TEM,27-05-13,09:42:14,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0620,,J0015,,ISLTX,N01,,27-05-13,O,,SALE,,VATIC,,TEM,27-05-13,15:33:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0620,,J0015,,ISLTX,N01,,27-05-13,O,,SALE,,VATIC,,TEM,27-05-13,15:33:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0622,,H0035,,ISLTX,M01,H1,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:41:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0623,,P0009,,ISLTX,D02,PR,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:42:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0624,,H0034,,ISLTX,D02,PR,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:42:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0626,,M0025,,ISLTX,N01,ST,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:45:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0627,,H0047,,ISLTX,V01,ST,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:45:33,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0629,,H0041,,ISLTX,D02,BR,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:50:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0630,,R0019,,ISLTX,N01,,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,09:50:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0631,,K0013,,ISLTX,P01,,29-05-13,O,,SALE,,VATIC,,TEM,29-05-13,10:06:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0642,,J0013,,ISLTX,N01,ST,30-05-13,O,,SALE,,VATIC,,TEM,30-05-13,18:09:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0643,,P0011,,ISLTX,D02,PR,31-05-13,O,,SALE,,VATIC,,TEM,31-05-13,16:00:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0644,,H0041,,ISLTX,D02,BR,31-05-13,O,,SALE,,VATIC,,TEM,31-05-13,16:06:02,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0645,,D0022,,ISLTX,N01,PR,31-05-13,O,,SALE,,VATIC,,TEM,31-05-13,16:19:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,7.000,0.000,0.00,,,113.80,,796.60,796.60,TIC/0648,,N0007,,ISLTX,N01,CT,31-05-13,O,,SALE,,VATIC,,TEM,31-05-13,17:30:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0651,,J0014,,ISLTX,N01,PR,31-05-13,O,,SALE,,VATIC,,TEM,31-05-13,19:32:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0654,,K0013,,ISLTX,P01,,31-05-13,O,,SALE,,VATIC,,TEM,31-05-13,19:42:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0663,,F0009,,ISLTX,M01,PR,31-05-13,O,,SALE,,VATIC,,TEM,01-06-13,10:55:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0656,,K0012,,ISLTX,N01,PR,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,09:49:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0657,,M0021,,ISLTX,N01,ST,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,10:42:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0658,,S0045,,ISLTX,N01,SS,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,10:43:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0662,,M0020,,ISLTX,M01,SS,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,10:45:57,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0666,,K0014,,ISLTX,N01,KI,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,15:42:51,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0667,,K0012,,ISLTX,N01,PR,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,15:44:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0673,,A0021,,ISLTX,N01,RS,01-06-13,O,,SALE,,VATIC,,TEM,01-06-13,19:29:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0676,,N0007,,ISLTX,N01,CT,02-06-13,O,,SALE,,VATIC,,TEM,02-06-13,10:08:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0679,,J0013,,ISLTX,N01,ST,02-06-13,O,,SALE,,VATIC,,TEM,02-06-13,12:13:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0684,,K0012,,ISLTX,N01,PR,02-06-13,O,,SALE,,VATIC,,TEM,02-06-13,18:30:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0701,,R0019,,ISLTX,N01,,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,12:38:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0702,,P0009,,ISLTX,D02,PR,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,12:44:33,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0703,,H0034,,ISLTX,D02,PR,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,12:42:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0704,,H0041,,ISLTX,D02,BR,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,12:42:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0709,,D0022,,ISLTX,N01,PR,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,14:14:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/0712,,N0007,,ISLTX,N01,CT,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,16:02:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0713,,K0012,,ISLTX,N01,PR,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,16:04:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0718,,D0017,,ISLTX,N01,PR,06-06-13,O,,SALE,,VATIC,,TEM,06-06-13,18:58:14,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0750,,R0019,,ISLTX,N01,,11-06-13,O,,SALE,,VATIC,,TEM,11-06-13,12:56:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/0751,,N0007,,ISLTX,N01,CT,11-06-13,O,,SALE,,VATIC,,TEM,11-06-13,13:58:24,,,,,,,
