ICODE,INAME,INAME1,OICODE,FICODE,IGCODE,UNIT,AQTY,QTY,FQTY,FAMT,SCHNO,SCHTYPE,RATE,SRATE,IVAL,IAMT,INVNO,DINVNO,PCODE,NAME,PCODEC,ARCODE,CATCD,DATE,IO,DESC,DBC,NT,TYCODE,DUM_INVNO,USER,CDATE,TIME,VAT,AVAT,PRODID,VATAMT,AVATAMT,DPCODE,PRINTED
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1333,,L0004,,ISLTX,N01,ST,09-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:38:50,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1334,,R0019,,ISLTX,N01,,09-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:38:55,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1340,,J0010,,ISLTX,N01,ST,10-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:39:18,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1342,,J0014,,ISLTX,N01,PR,10-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:39:24,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1344,,P0009,,ISLTX,D02,PR,10-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:39:31,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1345,,K0009,,ISLTX,N01,KI,10-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:39:34,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1347,,M0020,,ISLTX,M01,SS,10-10-12,O,,SALE,,VATIC,,TEM,08-10-12,11:30:24,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1348,,S0047,,ISLTX,M01,PR,10-10-12,O,,SALE,,VATIC,,TEM,08-10-12,10:39:45,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1365,,M0022,,ISLTX,N01,ST,10-10-12,O,,SALE,,VATIC,,TEM,10-10-12,13:34:13,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1367,,S0061,,ISLTX,N01,KI,10-10-12,O,,SALE,,VATIC,,TEM,10-10-12,13:39:26,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1368,,P0011,,ISLTX,D02,PR,10-10-12,O,,SALE,,VATIC,,TEM,10-10-12,13:41:43,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1370,,B0004,,ISLTX,N01,PR,11-10-12,O,,SALE,,VATIC,,TEM,11-10-12,18:08:51,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1404,,R0019,,ISLTX,N01,,17-10-12,O,,SALE,,VATIC,,TEM,17-10-12,14:45:49,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1405,,J0014,,ISLTX,N01,PR,17-10-12,O,,SALE,,VATIC,,TEM,19-10-12,09:34:12,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,3.000,0.000,0.00,,,199.10,,597.30,597.30,TIC/1408,,H0035,,ISLTX,M01,H1,17-10-12,O,,SALE,,VATIC,,TEM,17-10-12,14:52:19,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,3.000,0.000,0.00,,,199.10,,597.30,597.30,TIC/1409,,S0056,,ISLTX,,,17-10-12,O,,SALE,,VATIC,,TEM,17-10-12,14:53:32,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1411,,K0013,,ISLTX,P01,,17-10-12,O,,SALE,,VATIC,,TEM,19-10-12,09:42:14,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,3.000,0.000,0.00,,,199.10,,597.30,597.30,TIC/1412,,N0007,,ISLTX,N01,CT,17-10-12,O,,SALE,,VATIC,,TEM,17-10-12,18:35:47,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,3.000,0.000,0.00,,,199.10,,597.30,597.30,TIC/1413,,D0017,,ISLTX,N01,PR,17-10-12,O,,SALE,,VATIC,,TEM,17-10-12,18:39:10,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1423,,K0012,,ISLTX,N01,PR,20-10-12,O,,SALE,,VATIC,,TEM,18-10-12,17:55:08,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,5.000,0.000,0.00,,,199.10,,995.50,995.50,TIC/1427,,H0034,,ISLTX,D02,PR,20-10-12,O,,SALE,,VATIC,,TEM,18-10-12,17:54:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1461,,S0043,,ISLTX,,,21-10-12,O,,SALE,,VATIC,,TEM,21-10-12,18:30:38,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1426,,P0009,,ISLTX,D02,PR,22-10-12,O,,SALE,,VATIC,,TEM,20-10-12,17:26:37,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1464,,S0062,,ISLTX,M01,KI,22-10-12,O,,SALE,,VATIC,,TEM,22-10-12,10:11:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1467,,S0045,,ISLTX,N01,SS,22-10-12,O,,SALE,,VATIC,,TEM,22-10-12,11:26:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1471,,N0007,,ISLTX,N01,CT,22-10-12,O,,SALE,,VATIC,,TEM,22-10-12,18:28:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1474,,H0041,,ISLTX,D02,BR,23-10-12,O,,SALE,,VATIC,,TEM,23-10-12,11:51:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1474,,H0041,,ISLTX,D02,BR,23-10-12,O,,SALE,,VATIC,,TEM,23-10-12,11:51:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1476,,H0035,,ISLTX,M01,H1,23-10-12,O,,SALE,,VATIC,,TEM,23-10-12,11:51:56,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1480,,H0057,,ISLTX,N01,,24-10-12,O,,SALE,,VATIC,,TEM,24-10-12,11:41:37,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1483,,B0018,,ISLTX,N01,PR,24-10-12,O,,SALE,,VATIC,,TEM,24-10-12,17:18:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,199.10,,398.20,398.20,TIC/1450,,R0019,,ISLTX,N01,,26-10-12,O,,SALE,,VATIC,,TEM,21-10-12,14:34:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1453,,K0013,,ISLTX,P01,,26-10-12,O,,SALE,,VATIC,,TEM,22-10-12,10:04:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1462,,K0012,,ISLTX,N01,PR,26-10-12,O,,SALE,,VATIC,,TEM,21-10-12,18:32:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1481,,D0017,,ISLTX,N01,PR,27-10-12,O,,SALE,,VATIC,,TEM,24-10-12,20:13:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1491,,K0013,,ISLTX,P01,,27-10-12,O,,SALE,,VATIC,,TEM,27-10-12,14:54:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1485,,N0007,,ISLTX,N01,CT,28-10-12,O,,SALE,,VATIC,,TEM,25-10-12,13:27:52,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1504,,P0009,,ISLTX,D02,PR,28-10-12,O,,SALE,,VATIC,,TEM,28-10-12,11:09:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1512,,H0028,,ISLTX,N01,PR,28-10-12,O,,SALE,,VATIC,,TEM,08-01-13,18:21:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1505,,J0010,,ISLTX,N01,ST,29-10-12,O,,SALE,,VATIC,,TEM,28-10-12,11:13:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1502,,D0017,,ISLTX,N01,PR,30-10-12,O,,SALE,,VATIC,,TEM,29-10-12,18:29:38,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1526,,S0043,,ISLTX,,,30-10-12,O,,SALE,,VATIC,,TEM,04-11-12,17:44:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1497,,P0011,,ISLTX,D02,PR,31-10-12,O,,SALE,,VATIC,,TEM,27-10-12,20:11:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1499,,H0036,,ISLTX,D02,BR,31-10-12,O,,SALE,,VATIC,,TEM,27-10-12,20:11:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1500,,N0007,,ISLTX,N01,CT,31-10-12,O,,SALE,,VATIC,,TEM,27-10-12,20:11:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1530,,P0009,,ISLTX,D02,PR,31-10-12,O,,SALE,,VATIC,,TEM,31-10-12,12:07:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1531,,N0007,,ISLTX,N01,CT,31-10-12,O,,SALE,,VATIC,,TEM,31-10-12,20:33:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1494,,S0061,,ISLTX,N01,KI,02-11-12,O,,SALE,,VATIC,,TEM,01-11-12,09:37:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1492,,K0012,,ISLTX,N01,PR,03-11-12,O,,SALE,,VATIC,,TEM,01-11-12,09:37:33,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1517,,J0014,,ISLTX,N01,PR,03-11-12,O,,SALE,,VATIC,,TEM,08-01-13,18:21:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1524,,K0012,,ISLTX,N01,PR,04-11-12,O,,SALE,,VATIC,,TEM,03-11-12,17:20:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1539,,N0009,,ISLTX,D02,PR,04-11-12,O,,SALE,,VATIC,,TEM,05-11-12,18:29:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1544,,R0019,,ISLTX,N01,,04-11-12,O,,SALE,,VATIC,,TEM,04-11-12,14:02:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1536,,R0019,,ISLTX,N01,,05-11-12,O,,SALE,,VATIC,,TEM,01-11-12,18:06:02,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1555,,O0005,,ISLTX,N01,ST,05-11-12,O,,SALE,,VATIC,,TEM,05-11-12,09:50:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1556,,S0056,,ISLTX,,,05-11-12,O,,SALE,,VATIC,,TEM,05-11-12,09:51:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1562,,M0022,,ISLTX,N01,ST,05-11-12,O,,SALE,,VATIC,,TEM,05-11-12,10:36:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1534,,B0018,,ISLTX,N01,PR,06-11-12,O,,SALE,,VATIC,,TEM,03-11-12,17:19:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1565,,N0007,,ISLTX,N01,CT,06-11-12,O,,SALE,,VATIC,,TEM,06-11-12,15:05:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1550,,D0017,,ISLTX,N01,PR,07-11-12,O,,SALE,,VATIC,,TEM,06-11-12,15:09:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1580,,S0058,,ISLTX,N01,,08-11-12,O,,SALE,,VATIC,,TEM,06-11-12,18:28:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1591,,S0054,,ISLTX,N01,PR,08-11-12,O,,SALE,,VATIC,,TEM,18-11-12,12:41:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1567,,D0017,,ISLTX,N01,PR,10-11-12,O,,SALE,,VATIC,,TEM,05-11-12,18:52:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1612,,P0009,,ISLTX,D02,PR,10-11-12,O,,SALE,,VATIC,,TEM,10-11-12,16:50:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1571,,H0047,,ISLTX,V01,ST,11-11-12,O,,SALE,,VATIC,,TEM,05-11-12,18:57:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1586,,H0028,,ISLTX,N01,PR,12-11-12,O,,SALE,,VATIC,,TEM,13-11-12,18:01:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1631,,P0011,,ISLTX,D02,PR,12-11-12,O,,SALE,,VATIC,,TEM,12-11-12,13:49:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1641,,L0004,,ISLTX,N01,ST,12-11-12,O,,SALE,,VATIC,,TEM,13-11-12,10:07:13,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1587,,N0007,,ISLTX,N01,CT,13-11-12,O,,SALE,,VATIC,,TEM,08-11-12,09:49:02,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1605,,J0010,,ISLTX,N01,ST,13-11-12,O,,SALE,,VATIC,,TEM,10-11-12,16:52:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1632,,N0007,,ISLTX,N01,CT,14-11-12,O,,SALE,,VATIC,,TEM,20-11-12,20:38:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1658,,P0009,,ISLTX,D02,PR,14-11-12,O,,SALE,,VATIC,,TEM,14-11-12,10:50:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1660,,S0043,,ISLTX,,,14-11-12,O,,SALE,,VATIC,,TEM,20-11-12,20:37:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1598,,H0042,,ISLTX,N01,ST,15-11-12,O,,SALE,,VATIC,,TEM,08-11-12,21:36:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1607,,K0012,,ISLTX,N01,PR,15-11-12,O,,SALE,,VATIC,,TEM,10-11-12,16:52:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1625,,D0017,,ISLTX,N01,PR,15-11-12,O,,SALE,,VATIC,,TEM,15-11-12,18:14:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1523,,M0020,,ISLTX,M01,SS,16-11-12,O,,SALE,,VATIC,,TEM,06-11-12,18:28:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1588,,B0018,,ISLTX,N01,PR,16-11-12,O,,SALE,,VATIC,,TEM,08-11-12,09:48:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1677,,J0014,,ISLTX,N01,PR,16-11-12,O,,SALE,,VATIC,,TEM,16-11-12,14:24:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1627,,H0034,,ISLTX,D02,PR,17-11-12,O,,SALE,,VATIC,,TEM,16-11-12,17:26:56,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1663,,K0012,,ISLTX,N01,PR,17-11-12,O,,SALE,,VATIC,,TEM,16-11-12,17:27:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/1664,,H0035,,ISLTX,M01,H1,18-11-12,O,,SALE,,VATIC,,TEM,20-11-12,20:36:56,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1665,,P0009,,ISLTX,D02,PR,18-11-12,O,,SALE,,VATIC,,TEM,20-11-12,20:37:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1670,,B0018,,ISLTX,N01,PR,18-11-12,O,,SALE,,VATIC,,TEM,15-11-12,18:10:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1683,,B0018,,ISLTX,N01,PR,18-11-12,O,,SALE,,VATIC,,TEM,17-11-12,19:25:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1703,,K0013,,ISLTX,P01,,18-11-12,O,,SALE,,VATIC,,TEM,18-11-12,16:26:33,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1704,,D0017,,ISLTX,N01,PR,18-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:18:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/1706,,H0036,,ISLTX,D02,BR,18-11-12,O,,SALE,,VATIC,,TEM,18-11-12,16:37:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1707,,R0019,,ISLTX,N01,,18-11-12,O,,SALE,,VATIC,,TEM,18-11-12,16:45:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1708,,J0014,,ISLTX,N01,PR,18-11-12,O,,SALE,,VATIC,,TEM,18-11-12,19:10:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1709,,B0018,,ISLTX,N01,PR,18-11-12,O,,SALE,,VATIC,,TEM,18-11-12,19:11:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/1723,,H0028,,ISLTX,N01,PR,18-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:18:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/1583,,S0051,,ISLTX,N01,PR,19-11-12,O,,SALE,,VATIC,,TEM,08-11-12,09:49:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1593,,S0047,,ISLTX,M01,PR,19-11-12,O,,SALE,,VATIC,,TEM,08-11-12,21:35:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1685,,P0011,,ISLTX,D02,PR,19-11-12,O,,SALE,,VATIC,,TEM,17-11-12,19:25:38,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1720,,P0009,,ISLTX,D02,PR,19-11-12,O,,SALE,,VATIC,,TEM,19-11-12,11:39:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1604,,D0017,,ISLTX,N01,PR,20-11-12,O,,SALE,,VATIC,,TEM,13-11-12,18:01:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1606,,F0009,,ISLTX,M01,PR,20-11-12,O,,SALE,,VATIC,,TEM,19-11-12,17:26:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1646,,S0045,,ISLTX,N01,SS,21-11-12,O,,SALE,,VATIC,,TEM,13-11-12,18:00:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1750,,H0034,,ISLTX,D02,PR,21-11-12,O,,SALE,,VATIC,,TEM,21-11-12,20:25:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1647,,H0036,,ISLTX,D02,BR,22-11-12,O,,SALE,,VATIC,,TEM,13-11-12,18:00:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1667,,P0011,,ISLTX,D02,PR,22-11-12,O,,SALE,,VATIC,,TEM,15-11-12,18:10:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1668,,J0014,,ISLTX,N01,PR,22-11-12,O,,SALE,,VATIC,,TEM,15-11-12,18:10:35,,,,,,,
V0973,VOLCANE CHOCOLATE CONE(1*14),,,,T,,,1.000,0.000,0.00,,,199.10,,199.10,199.10,TIC/1752,,H0035,,ISLTX,M01,H1,22-11-12,O,,SALE,,VATIC,,TEM,25-11-12,17:50:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1715,,N0009,,ISLTX,D02,PR,23-11-12,O,,SALE,,VATIC,,TEM,20-11-12,10:00:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1738,,S0057,,ISLTX,D02,JC,23-11-12,O,,SALE,,VATIC,,TEM,22-11-12,17:51:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1739,,S0061,,ISLTX,N01,KI,23-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:17:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1755,,M0025,,ISLTX,N01,ST,23-11-12,O,,SALE,,VATIC,,TEM,22-11-12,17:42:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1734,,M0022,,ISLTX,N01,ST,24-11-12,O,,SALE,,VATIC,,TEM,21-11-12,17:43:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1735,,N0009,,ISLTX,D02,PR,24-11-12,O,,SALE,,VATIC,,TEM,21-11-12,17:43:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1771,,D0017,,ISLTX,N01,PR,24-11-12,O,,SALE,,VATIC,,TEM,26-11-12,18:10:03,,,,,,,
